[Log], Mon Jul 19 00:05:32 IRDT 2021, log.txt created or opened
[Info], Mon Jul 19 00:05:32 IRDT 2021, 1r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 2r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 3r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 4r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 5r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: well: 
[Info], Mon Jul 19 00:05:32 IRDT 2021, well water level = 5/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, wellIsAvailable / !inUse = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, wellTurn progress = 1/3
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: domesticated = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, TURKEY 90% [3 0]
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: wild = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: pet = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: productsOnGround = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: storage info :
[Info], Mon Jul 19 00:05:32 IRDT 2021, Storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, Storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: storage int = 0/30
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: in storage =
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: truck info: 
[Info], Mon Jul 19 00:05:32 IRDT 2021, Truck storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, Truck storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: truck int = 0/15
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckIsAvailable / !inUse = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckTurn progress = 1/10
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckTempMoney = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: in truck = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: workshops:
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour WS progress = 1/4
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS bought? = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS progress = 1/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS progress = 1/6
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS progress = 1/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, shirt WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, shirt WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, shirt WS progress = 1/6
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: coinTask = 450/0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no eggProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: featherProductTask = 0/1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no milkProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no flourProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: clothProductTask = 0/1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no packetmilkProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no breadProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no shirtProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no icecreamProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no chickenTasks
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: turkeyTasks = 1/1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no buffaloTasks
[Info], Mon Jul 19 00:05:32 IRDT 2021, Xx	inquiry done	xX
[Info], Mon Jul 19 00:05:32 IRDT 2021, DONE, levelManager's TurnN with N = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, it is levelManager's TurnN with N = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing instructions
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing plant 3 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, plant 3 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing plant 3 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, plant 3 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing plant 2 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, plant 2 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing plant 4 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, plant 4 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing plant 3 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, plant 3 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing well
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing instructions completed
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing instructions completed, CLEARING instructionQueue LIST
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager's Turn, with turn no = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, it is levelManager's turn for each TurnN's N
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: addTurn
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: getting product from WS, well &  animals
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: moving & eating & dying domestic animals
[Error], Mon Jul 19 00:05:32 IRDT 2021, TURKEY @ [3 1] didn't get grass HP = 90
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: moving & doing domestic animals
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: removing productOnGround:
[Info], Mon Jul 19 00:05:32 IRDT 2021, done levelManager's turn for each TurnN's N done
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager's Turn inquiry, with turn no = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, Xx	inquiry	xX
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: number of turn in game = 2
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: maxTime for reward = 20
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: Reward = 50
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: number of coins = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: grass
[Info], Mon Jul 19 00:05:32 IRDT 2021, 0r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 1r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 2r : 1 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 3r : 2 _ 1 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 4r : 1 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 5r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: well: 
[Info], Mon Jul 19 00:05:32 IRDT 2021, well water level = 0/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, wellIsAvailable / !inUse = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, wellTurn progress = 1/3
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: domesticated = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, TURKEY 80% [3 1]
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: wild = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: pet = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: productsOnGround = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: storage info :
[Info], Mon Jul 19 00:05:32 IRDT 2021, Storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, Storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: storage int = 0/30
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: in storage =
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: truck info: 
[Info], Mon Jul 19 00:05:32 IRDT 2021, Truck storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, Truck storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: truck int = 0/15
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckIsAvailable / !inUse = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckTurn progress = 2/10
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckTempMoney = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: in truck = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: workshops:
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour WS progress = 2/4
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS bought? = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS progress = 2/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS progress = 2/6
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS progress = 2/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, shirt WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, shirt WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, shirt WS progress = 2/6
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: coinTask = 450/0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no eggProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: featherProductTask = 0/1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no milkProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no flourProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: clothProductTask = 0/1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no packetmilkProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no breadProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no shirtProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no icecreamProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no chickenTasks
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: turkeyTasks = 1/1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no buffaloTasks
[Info], Mon Jul 19 00:05:32 IRDT 2021, Xx	inquiry done	xX
[Info], Mon Jul 19 00:05:32 IRDT 2021, DONE, levelManager's TurnN with N = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, it is levelManager's TurnN with N = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing instructions
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing instructions completed
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing instructions completed, CLEARING instructionQueue LIST
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager's Turn, with turn no = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, it is levelManager's turn for each TurnN's N
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: addTurn
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: getting product from WS, well &  animals
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: TURKEY got product on ground @ [5 1]
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: moving & eating & dying domestic animals
[Error], Mon Jul 19 00:05:32 IRDT 2021, TURKEY @ [3 2] didn't get grass HP = 80
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: moving & doing domestic animals
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: removing productOnGround:
[Info], Mon Jul 19 00:05:32 IRDT 2021, done levelManager's turn for each TurnN's N done
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager's Turn inquiry, with turn no = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, Xx	inquiry	xX
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: number of turn in game = 3
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: maxTime for reward = 20
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: Reward = 50
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: number of coins = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: grass
[Info], Mon Jul 19 00:05:32 IRDT 2021, 0r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 1r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 2r : 1 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 3r : 2 _ 1 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 4r : 1 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 5r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: well: 
[Info], Mon Jul 19 00:05:32 IRDT 2021, well water level = 0/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, wellIsAvailable / !inUse = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, wellTurn progress = 2/3
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: domesticated = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, TURKEY 70% [3 2]
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: wild = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: pet = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: productsOnGround = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, FEATHER 0NT [5 1]
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: storage info :
[Info], Mon Jul 19 00:05:32 IRDT 2021, Storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, Storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: storage int = 0/30
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: in storage =
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: truck info: 
[Info], Mon Jul 19 00:05:32 IRDT 2021, Truck storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, Truck storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: truck int = 0/15
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckIsAvailable / !inUse = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckTurn progress = 3/10
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckTempMoney = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: in truck = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: workshops:
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour WS progress = 3/4
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS bought? = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS progress = 3/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS progress = 3/6
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS progress = 3/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, shirt WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, shirt WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, shirt WS progress = 3/6
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: coinTask = 450/0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no eggProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: featherProductTask = 0/1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no milkProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no flourProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: clothProductTask = 0/1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no packetmilkProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no breadProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no shirtProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no icecreamProductTask
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no chickenTasks
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: turkeyTasks = 1/1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: no buffaloTasks
[Info], Mon Jul 19 00:05:32 IRDT 2021, Xx	inquiry done	xX
[Info], Mon Jul 19 00:05:32 IRDT 2021, DONE, levelManager's TurnN with N = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, it is levelManager's TurnN with N = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing instructions
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing pickup 5 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, Storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, pickup 5 1:FEATHER
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing work cloth
[Error], Mon Jul 19 00:05:32 IRDT 2021, you don't have build cloth
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing instructions completed
[Info], Mon Jul 19 00:05:32 IRDT 2021, dequeuing instructions completed, CLEARING instructionQueue LIST
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager's Turn, with turn no = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, it is levelManager's turn for each TurnN's N
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: addTurn
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: getting product from WS, well &  animals
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: well is full and available
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: moving & eating & dying domestic animals
[Error], Mon Jul 19 00:05:32 IRDT 2021, TURKEY @ [3 1] didn't get grass HP = 70
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: moving & doing domestic animals
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager: removing productOnGround:
[Info], Mon Jul 19 00:05:32 IRDT 2021, done levelManager's turn for each TurnN's N done
[Info], Mon Jul 19 00:05:32 IRDT 2021, levelManager's Turn inquiry, with turn no = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, Xx	inquiry	xX
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: number of turn in game = 4
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: maxTime for reward = 20
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: Reward = 50
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: number of coins = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: grass
[Info], Mon Jul 19 00:05:32 IRDT 2021, 0r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 1r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 2r : 1 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 3r : 2 _ 1 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 4r : 1 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, 5r : 0 _ 0 _ 0 _ 0 _ 0 _ 0 _ 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: well: 
[Info], Mon Jul 19 00:05:32 IRDT 2021, well water level = 5/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, wellIsAvailable / !inUse = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, wellTurn progress = 0/3
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: domesticated = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, TURKEY 60% [3 1]
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: wild = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: pet = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: productsOnGround = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: storage info :
[Info], Mon Jul 19 00:05:32 IRDT 2021, Storage = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, Storage = 1
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: storage int = 1/30
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: in storage =
[Info], Mon Jul 19 00:05:32 IRDT 2021, FEATHER
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: truck info: 
[Info], Mon Jul 19 00:05:32 IRDT 2021, Truck storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, Truck storage = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: truck int = 0/15
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckIsAvailable / !inUse = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckTurn progress = 4/10
[Info], Mon Jul 19 00:05:32 IRDT 2021, truckTempMoney = 0
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: in truck = 
[Info], Mon Jul 19 00:05:32 IRDT 2021, INQUIRY: workshops:
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, flour WS progress = 4/4
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS bought? = true
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, cloth WS progress = 4/5
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS bought? = false
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS isAvailable =true
[Info], Mon Jul 19 00:05:32 IRDT 2021, packetmilk WS progress = 4/6
[Info], Mon Jul 19 00:05:32 IRDT 2021, bread WS bought? = false
